0,0.20982,0.063
0,0.23545,0.392
0,0,0
0,0.22609,0.509
0,0,0.4
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.36
0,0,0.32
0,0.31043,0.093
0,0,0
0,0,0.56
0,0,0.44
0,-0.03459,-0.009
0,0,0
0,-0.03203,0.311
0,-0.05897,0.462
0,0,0.6
0,0,0.48
0,0,0.56
0,0,0.36
0,0,0
0,0.09758,0.43
0,0.1,0.47
0,0,0
0,0,0
0,0,0.52
0,0,0
0,0.1875,0.057
0,0.17632,0.054
0,0.248,0.075
0,0,0
0,0,0
0,0.10667,0.313
0,0,0
0,0,0.32
0,0,0.32
0,0.1856,0.497
0,0,0.4
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.32
0,0,0
0,0.27763,0.084
0,0,0
0,-0.13522,-0.0405
0,0,0.28
0,0,0
0,0,0.32
0,-0.06622,0.499
0,0,0.64
0,0,0.56
0,0,0.48
0,0,0.44
0,0,0.32
0,0,0
0,-0.23308,0.531
0,0,0.64
0,0,0
0,0,0.36
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.4
0,0,0
0,0,0.4
0,0,0.36
0,0,0.4
0,0.3876,0.437
0,0.37478,0.111
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.32
0,0,0.4
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.4
0,0,0.4
0,0,0.32
0,0,0.32
0,0,0.32
0,0,0.32
0,0,0.28
0,0,0
0,0,0.4
0,0,0.52
0,0,0
0,0,0
0,0.32,0.496
0,0.21643,0.066
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.4
